
第１表,,,,刑法犯　罪種別　認知・検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙率,検挙率,検挙率,検挙人員,検挙人員,検挙人員,検挙人員,"検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年",
東京都,,277 ,521 ,-244 ,-46.8 ,72 ,184 ,-112 ,-60.9 ,46 ,84 ,-38 ,-45.2 ,26.0 ,35.3 ,-9.3 
関東,計,120 ,203 ,-83 ,-40.9 ,100 ,175 ,-75 ,-42.9 ,62 ,82 ,-20 ,-24.4 ,83.3 ,86.2 ,-2.9 
関東,茨城県,3 ,8 ,-5 ,-62.5 ,0 ,5 ,-5 ,-100.0 ,0 ,1 ,-1 ,-100.0 ,0.0 ,62.5 ,-62.5 
関東,栃木県,0 ,1 ,-1 ,-100.0 ,0 ,0 ,0 ,0.0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0.0 
関東,群馬県,0 ,1 ,-1 ,-100.0 ,0 ,1 ,-1 ,-100.0 ,0 ,0 ,0 ,0.0 ,0.0 ,100.0 ,-100.0 
関東,埼玉県,33 ,56 ,-23 ,-41.1 ,27 ,41 ,-14 ,-34.1 ,18 ,29 ,-11 ,-37.9 ,81.8 ,73.2 ,8.6 
関東,千葉県,19 ,48 ,-29 ,-60.4 ,14 ,22 ,-8 ,-36.4 ,11 ,10 ,1 ,10.0 ,73.7 ,45.8 ,27.9 
関東,神奈川県,41 ,66 ,-25 ,-37.9 ,37 ,75 ,-38 ,-50.7 ,23 ,30 ,-7 ,-23.3 ,90.2 ,113.6 ,-23.4 
関東,新潟県,8 ,2 ,6 ,300.0 ,10 ,10 ,0 ,0.0 ,5 ,4 ,1 ,25.0 ,125.0 ,500.0 ,-375.0 
関東,山梨県,2 ,2 ,0 ,0.0 ,1 ,1 ,0 ,0.0 ,1 ,1 ,0 ,0.0 ,50.0 ,50.0 ,0.0 
関東,長野県,2 ,2 ,0 ,0.0 ,0 ,3 ,-3 ,-100.0 ,0 ,1 ,-1 ,-100.0 ,0.0 ,150.0 ,-150.0 
関東,静岡県,12 ,17 ,-5 ,-29.4 ,11 ,17 ,-6 ,-35.3 ,4 ,6 ,-2 ,-33.3 ,91.7 ,100.0 ,-8.3 
中部,計,60 ,95 ,-35 ,-36.8 ,30 ,66 ,-36 ,-54.5 ,26 ,38 ,-12 ,-31.6 ,50.0 ,69.5 ,-19.5 
中部,富山県,2 ,8 ,-6 ,-75.0 ,1 ,10 ,-9 ,-90.0 ,1 ,5 ,-4 ,-80.0 ,50.0 ,125.0 ,-75.0 
中部,石川県,12 ,13 ,-1 ,-7.7 ,8 ,10 ,-2 ,-20.0 ,6 ,9 ,-3 ,-33.3 ,66.7 ,76.9 ,-10.2 
中部,福井県,3 ,9 ,-6 ,-66.7 ,3 ,8 ,-5 ,-62.5 ,2 ,6 ,-4 ,-66.7 ,100.0 ,88.9 ,11.1 
中部,岐阜県,0 ,10 ,-10 ,-100.0 ,3 ,2 ,1 ,50.0 ,2 ,1 ,1 ,100.0 ,0.0 ,20.0 ,-20.0 
中部,愛知県,40 ,54 ,-14 ,-25.9 ,14 ,33 ,-19 ,-57.6 ,14 ,16 ,-2 ,-12.5 ,35.0 ,61.1 ,-26.1 
中部,三重県,3 ,1 ,2 ,200.0 ,1 ,3 ,-2 ,-66.7 ,1 ,1 ,0 ,0.0 ,33.3 ,300.0 ,-266.7 
近畿,計,257 ,390 ,-133 ,-34.1 ,133 ,127 ,6 ,4.7 ,87 ,109 ,-22 ,-20.2 ,51.8 ,32.6 ,19.2 
近畿,滋賀県,2 ,6 ,-4 ,-66.7 ,4 ,0 ,4 ,0.0 ,1 ,0 ,1 ,0.0 ,200.0 ,0.0 ,200.0 
近畿,京都府,15 ,7 ,8 ,114.3 ,8 ,4 ,4 ,100.0 ,5 ,3 ,2 ,66.7 ,53.3 ,57.1 ,-3.8 
近畿,大阪府,180 ,295 ,-115 ,-39.0 ,54 ,59 ,-5 ,-8.5 ,41 ,49 ,-8 ,-16.3 ,30.0 ,20.0 ,10.0 
近畿,兵庫県,45 ,63 ,-18 ,-28.6 ,48 ,45 ,3 ,6.7 ,30 ,51 ,-21 ,-41.2 ,106.7 ,71.4 ,35.3 
近畿,奈良県,13 ,4 ,9 ,225.0 ,18 ,3 ,15 ,500.0 ,9 ,2 ,7 ,350.0 ,138.5 ,75.0 ,63.5 
近畿,和歌山県,2 ,15 ,-13 ,-86.7 ,1 ,16 ,-15 ,-93.8 ,1 ,4 ,-3 ,-75.0 ,50.0 ,106.7 ,-56.7 
中国,計,8 ,10 ,-2 ,-20.0 ,37 ,12 ,25 ,208.3 ,6 ,11 ,-5 ,-45.5 ,462.5 ,120.0 ,342.5 
中国,鳥取県,0 ,1 ,-1 ,-100.0 ,0 ,1 ,-1 ,-100.0 ,0 ,1 ,-1 ,-100.0 ,0.0 ,100.0 ,-100.0 
中国,島根県,0 ,1 ,-1 ,-100.0 ,1 ,4 ,-3 ,-75.0 ,0 ,2 ,-2 ,-100.0 ,0.0 ,400.0 ,-400.0 
中国,岡山県,2 ,2 ,0 ,0.0 ,2 ,3 ,-1 ,-33.3 ,0 ,3 ,-3 ,-100.0 ,100.0 ,150.0 ,-50.0 
中国,広島県,6 ,4 ,2 ,50.0 ,33 ,4 ,29 ,725.0 ,5 ,5 ,0 ,0.0 ,550.0 ,100.0 ,450.0 
中国,山口県,0 ,2 ,-2 ,-100.0 ,1 ,0 ,1 ,0.0 ,1 ,0 ,1 ,0.0 ,0.0 ,0.0 ,0.0 
四国,計,12 ,11 ,1 ,9.1 ,13 ,10 ,3 ,30.0 ,2 ,7 ,-5 ,-71.4 ,108.3 ,90.9 ,17.4 
四国,徳島県,1 ,1 ,0 ,0.0 ,0 ,0 ,0 ,0.0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0.0 
四国,香川県,7 ,4 ,3 ,75.0 ,11 ,3 ,8 ,266.7 ,1 ,1 ,0 ,0.0 ,157.1 ,75.0 ,82.1 
四国,愛媛県,2 ,5 ,-3 ,-60.0 ,0 ,6 ,-6 ,-100.0 ,0 ,5 ,-5 ,-100.0 ,0.0 ,120.0 ,-120.0 
四国,高知県,2 ,1 ,1 ,100.0 ,2 ,1 ,1 ,100.0 ,1 ,1 ,0 ,0.0 ,100.0 ,100.0 ,0.0 
九州,計,79 ,148 ,-69 ,-46.6 ,47 ,79 ,-32 ,-40.5 ,43 ,62 ,-19 ,-30.6 ,59.5 ,53.4 ,6.1 
九州,福岡県,52 ,91 ,-39 ,-42.9 ,24 ,36 ,-12 ,-33.3 ,22 ,25 ,-3 ,-12.0 ,46.2 ,39.6 ,6.6 
九州,佐賀県,0 ,2 ,-2 ,-100.0 ,0 ,1 ,-1 ,-100.0 ,0 ,0 ,0 ,0.0 ,0.0 ,50.0 ,-50.0 
九州,長崎県,2 ,2 ,0 ,0.0 ,2 ,0 ,2 ,0.0 ,2 ,0 ,2 ,0.0 ,100.0 ,0.0 ,100.0 
九州,熊本県,7 ,7 ,0 ,0.0 ,8 ,8 ,0 ,0.0 ,9 ,7 ,2 ,28.6 ,114.3 ,114.3 ,0.0 
九州,大分県,0 ,6 ,-6 ,-100.0 ,1 ,2 ,-1 ,-50.0 ,0 ,2 ,-2 ,-100.0 ,0.0 ,33.3 ,-33.3 
九州,宮崎県,2 ,9 ,-7 ,-77.8 ,0 ,5 ,-5 ,-100.0 ,0 ,2 ,-2 ,-100.0 ,0.0 ,55.6 ,-55.6 
九州,鹿児島県,9 ,5 ,4 ,80.0 ,5 ,2 ,3 ,150.0 ,3 ,1 ,2 ,200.0 ,55.6 ,40.0 ,15.6 
九州,沖縄県,7 ,26 ,-19 ,-73.1 ,7 ,25 ,-18 ,-72.0 ,7 ,25 ,-18 ,-72.0 ,100.0 ,96.2 ,3.8 
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
第７表,,重要犯罪及び詐欺　被害者の年齢・性別　認知件数,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,
,,重要犯罪,重要犯罪,重要犯罪,殺人,殺人,殺人,強盗,強盗,強盗,放火,放火,放火,強制性交等,強制性交等,強制性交等,"略取誘拐・
人身売買","略取誘拐・
人身売買","略取誘拐・
人身売買",強制わいせつ,強制わいせつ,強制わいせつ,詐欺,詐欺,詐欺,
性別,年齢別,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,
総数,計,8821 ,8935 ,-114 ,874 ,929 ,-55 ,1138 ,1397 ,-259 ,749 ,786 ,-37 ,1388 ,1332 ,56 ,389 ,337 ,52 ,4283 ,4154 ,129 ,33353 ,30468 ,2885 ,
総数,０～１２歳,1088 ,1065 ,23 ,55 ,63 ,-8 ,5 ,4 ,1 ,1 ,0 ,1 ,171 ,176 ,-5 ,108 ,114 ,-6 ,748 ,708 ,40 ,5 ,5 ,0 ,
総数,１３～１９歳,1988 ,1849 ,139 ,39 ,36 ,3 ,65 ,75 ,-10 ,4 ,1 ,3 ,452 ,402 ,50 ,218 ,184 ,34 ,1210 ,1151 ,59 ,425 ,582 ,-157 ,
総数,２０～２９歳,2451 ,2486 ,-35 ,139 ,149 ,-10 ,236 ,325 ,-89 ,23 ,16 ,7 ,542 ,495 ,47 ,47 ,29 ,18 ,1464 ,1472 ,-8 ,2082 ,2425 ,-343 ,
総数,３０～３９歳,864 ,944 ,-80 ,116 ,112 ,4 ,168 ,195 ,-27 ,37 ,33 ,4 ,126 ,152 ,-26 ,8 ,6 ,2 ,409 ,446 ,-37 ,2047 ,2208 ,-161 ,
総数,４０～４９歳,703 ,668 ,35 ,110 ,135 ,-25 ,175 ,182 ,-7 ,85 ,74 ,11 ,65 ,59 ,6 ,6 ,3 ,3 ,262 ,215 ,47 ,2484 ,2690 ,-206 ,
総数,５０～５９歳,538 ,545 ,-7 ,120 ,129 ,-9 ,175 ,180 ,-5 ,104 ,118 ,-14 ,18 ,25 ,-7 ,2 ,1 ,1 ,119 ,92 ,27 ,2426 ,2603 ,-177 ,
総数,６０～６４歳,194 ,195 ,-1 ,51 ,52 ,-1 ,61 ,69 ,-8 ,57 ,52 ,5 ,3 ,8 ,-5 ,0 ,0 ,0 ,22 ,14 ,8 ,1130 ,1211 ,-81 ,
総数,６５～６９歳,150 ,176 ,-26 ,44 ,48 ,-4 ,39 ,59 ,-20 ,54 ,55 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,11 ,12 ,-1 ,2547 ,1403 ,1144 ,
総数,７０～７９歳,338 ,373 ,-35 ,118 ,105 ,13 ,88 ,110 ,-22 ,107 ,123 ,-16 ,4 ,7 ,-3 ,0 ,0 ,0 ,21 ,28 ,-7 ,4547 ,4056 ,491 ,
総数,８０歳以上,189 ,253 ,-64 ,76 ,94 ,-18 ,27 ,55 ,-28 ,64 ,82 ,-18 ,5 ,6 ,-1 ,0 ,0 ,0 ,17 ,16 ,1 ,4525 ,4930 ,-405 ,
総数,年齢不詳,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
総数,法人・団体、被害者なし,317 ,380 ,-63 ,5 ,5 ,0 ,99 ,143 ,-44 ,213 ,232 ,-19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11135 ,8355 ,2780 ,
うち)男,計,1835 ,1931 ,-96 ,519 ,507 ,12 ,648 ,771 ,-123 ,371 ,361 ,10 ,58 ,72 ,-14 ,67 ,61 ,6 ,172 ,159 ,13 ,9436 ,9692 ,-256 ,
うち)男,０～１２歳,172 ,197 ,-25 ,32 ,30 ,2 ,1 ,1 ,0 ,1 ,0 ,1 ,20 ,36 ,-16 ,29 ,36 ,-7 ,89 ,94 ,-5 ,3 ,3 ,0 ,
うち)男,１３～１９歳,126 ,127 ,-1 ,14 ,18 ,-4 ,33 ,44 ,-11 ,2 ,0 ,2 ,17 ,14 ,3 ,14 ,12 ,2 ,46 ,39 ,7 ,179 ,249 ,-70 ,
うち)男,２０～２９歳,325 ,311 ,14 ,90 ,89 ,1 ,157 ,175 ,-18 ,19 ,3 ,16 ,15 ,18 ,-3 ,16 ,9 ,7 ,28 ,17 ,11 ,1028 ,1106 ,-78 ,
うち)男,３０～３９歳,224 ,228 ,-4 ,78 ,67 ,11 ,105 ,134 ,-29 ,28 ,21 ,7 ,4 ,2 ,2 ,4 ,3 ,1 ,5 ,1 ,4 ,1118 ,1231 ,-113 ,
うち)男,４０～４９歳,263 ,268 ,-5 ,67 ,81 ,-14 ,122 ,132 ,-10 ,68 ,49 ,19 ,1 ,2 ,-1 ,3 ,1 ,2 ,2 ,3 ,-1 ,1480 ,1571 ,-91 ,
うち)男,５０～５９歳,273 ,282 ,-9 ,81 ,83 ,-2 ,115 ,113 ,2 ,74 ,84 ,-10 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,2 ,-1 ,1564 ,1643 ,-79 ,
うち)男,６０～６４歳,112 ,117 ,-5 ,31 ,32 ,-1 ,39 ,44 ,-5 ,42 ,40 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,700 ,738 ,-38 ,
うち)男,６５～６９歳,82 ,104 ,-22 ,29 ,26 ,3 ,19 ,37 ,-18 ,34 ,40 ,-6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,762 ,763 ,-1 ,
うち)男,７０～７９歳,184 ,205 ,-21 ,65 ,49 ,16 ,45 ,71 ,-26 ,74 ,85 ,-11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1548 ,1295 ,253 ,
うち)男,８０歳以上,74 ,92 ,-18 ,32 ,32 ,0 ,12 ,20 ,-8 ,29 ,39 ,-10 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1054 ,1093 ,-39 ,
うち)女,計,6668 ,6623 ,45 ,349 ,416 ,-67 ,391 ,483 ,-92 ,165 ,193 ,-28 ,1330 ,1260 ,70 ,322 ,276 ,46 ,4111 ,3995 ,116 ,12782 ,12421 ,361 ,
うち)女,０～１２歳,916 ,868 ,48 ,23 ,33 ,-10 ,4 ,3 ,1 ,0 ,0 ,0 ,151 ,140 ,11 ,79 ,78 ,1 ,659 ,614 ,45 ,2 ,2 ,0 ,
うち)女,１３～１９歳,1862 ,1722 ,140 ,25 ,18 ,7 ,32 ,31 ,1 ,2 ,1 ,1 ,435 ,388 ,47 ,204 ,172 ,32 ,1164 ,1112 ,52 ,246 ,333 ,-87 ,
うち)女,２０～２９歳,2126 ,2175 ,-49 ,49 ,60 ,-11 ,79 ,150 ,-71 ,4 ,13 ,-9 ,527 ,477 ,50 ,31 ,20 ,11 ,1436 ,1455 ,-19 ,1054 ,1319 ,-265 ,
うち)女,３０～３９歳,640 ,716 ,-76 ,38 ,45 ,-7 ,63 ,61 ,2 ,9 ,12 ,-3 ,122 ,150 ,-28 ,4 ,3 ,1 ,404 ,445 ,-41 ,929 ,977 ,-48 ,
うち)女,４０～４９歳,440 ,400 ,40 ,43 ,54 ,-11 ,53 ,50 ,3 ,17 ,25 ,-8 ,64 ,57 ,7 ,3 ,2 ,1 ,260 ,212 ,48 ,1004 ,1119 ,-115 ,
うち)女,５０～５９歳,265 ,263 ,2 ,39 ,46 ,-7 ,60 ,67 ,-7 ,30 ,34 ,-4 ,17 ,25 ,-8 ,1 ,1 ,0 ,118 ,90 ,28 ,862 ,960 ,-98 ,
うち)女,６０～６４歳,82 ,78 ,4 ,20 ,20 ,0 ,22 ,25 ,-3 ,15 ,12 ,3 ,3 ,8 ,-5 ,0 ,0 ,0 ,22 ,13 ,9 ,430 ,473 ,-43 ,
うち)女,６５～６９歳,68 ,72 ,-4 ,15 ,22 ,-7 ,20 ,22 ,-2 ,20 ,15 ,5 ,2 ,2 ,0 ,0 ,0 ,0 ,11 ,11 ,0 ,1785 ,640 ,1145 ,
うち)女,７０～７９歳,154 ,168 ,-14 ,53 ,56 ,-3 ,43 ,39 ,4 ,33 ,38 ,-5 ,4 ,7 ,-3 ,0 ,0 ,0 ,21 ,28 ,-7 ,2999 ,2761 ,238 ,
うち)女,８０歳以上,115 ,161 ,-46 ,44 ,62 ,-18 ,15 ,35 ,-20 ,35 ,43 ,-8 ,5 ,6 ,-1 ,0 ,0 ,0 ,16 ,15 ,1 ,3471 ,3837 ,-366 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,
注　一つの事件で数人の被害者がいる場合は、主たる被害者について計上してある。,,,,,,,,,,,,,,,,,,,,,,,,,,
第７表,,重要窃盗犯　被害者の年齢・性別　認知件数,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,認知件数,
,,重要窃盗犯,重要窃盗犯,重要窃盗犯,侵入盗,侵入盗,侵入盗,"侵入盗
うち)住宅対象","侵入盗
うち)住宅対象","侵入盗
うち)住宅対象","侵入盗
うち)その他","侵入盗
うち)その他","侵入盗
うち)その他",自動車盗,自動車盗,自動車盗,ひったくり,ひったくり,ひったくり,すり,すり,すり,
性別,年齢別,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,
総数,計,44076 ,51604 ,-7528 ,37240 ,44093 ,-6853 ,17283 ,21030 ,-3747 ,19957 ,23063 ,-3106 ,5182 ,5210 ,-28 ,544 ,877 ,-333 ,1110 ,1424 ,-314 ,
総数,０～１２歳,15 ,9 ,6 ,7 ,6 ,1 ,2 ,3 ,-1 ,5 ,3 ,2 ,0 ,0 ,0 ,5 ,3 ,2 ,3 ,0 ,3 ,
総数,１３～１９歳,473 ,534 ,-61 ,290 ,351 ,-61 ,188 ,221 ,-33 ,102 ,130 ,-28 ,14 ,23 ,-9 ,29 ,47 ,-18 ,140 ,113 ,27 ,
総数,２０～２９歳,3400 ,4083 ,-683 ,2381 ,2897 ,-516 ,2016 ,2430 ,-414 ,365 ,467 ,-102 ,495 ,536 ,-41 ,117 ,150 ,-33 ,407 ,500 ,-93 ,
総数,３０～３９歳,4011 ,4808 ,-797 ,3038 ,3690 ,-652 ,2125 ,2569 ,-444 ,913 ,1121 ,-208 ,731 ,768 ,-37 ,62 ,114 ,-52 ,180 ,236 ,-56 ,
総数,４０～４９歳,5301 ,6440 ,-1139 ,4030 ,5053 ,-1023 ,2451 ,3040 ,-589 ,1579 ,2013 ,-434 ,1077 ,1102 ,-25 ,60 ,103 ,-43 ,134 ,182 ,-48 ,
総数,５０～５９歳,5729 ,6673 ,-944 ,4768 ,5586 ,-818 ,2654 ,3249 ,-595 ,2114 ,2337 ,-223 ,803 ,823 ,-20 ,67 ,109 ,-42 ,91 ,155 ,-64 ,
総数,６０～６４歳,2884 ,3380 ,-496 ,2594 ,2987 ,-393 ,1396 ,1783 ,-387 ,1198 ,1204 ,-6 ,238 ,292 ,-54 ,30 ,49 ,-19 ,22 ,52 ,-30 ,
総数,６５～６９歳,3024 ,3589 ,-565 ,2706 ,3202 ,-496 ,1540 ,1884 ,-344 ,1166 ,1318 ,-152 ,257 ,271 ,-14 ,23 ,68 ,-45 ,38 ,48 ,-10 ,
総数,７０～７９歳,5411 ,6251 ,-840 ,4844 ,5598 ,-754 ,2886 ,3551 ,-665 ,1958 ,2047 ,-89 ,418 ,408 ,10 ,94 ,143 ,-49 ,55 ,102 ,-47 ,
総数,８０歳以上,3294 ,3584 ,-290 ,3099 ,3354 ,-255 ,2025 ,2300 ,-275 ,1074 ,1054 ,20 ,98 ,105 ,-7 ,57 ,91 ,-34 ,40 ,34 ,6 ,
総数,法人・団体、被害者なし,10534 ,12253 ,-1719 ,9483 ,11369 ,-1886 ,0 ,0 ,0 ,9483 ,11369 ,-1886 ,1051 ,882 ,169 ,0 ,0 ,0 ,0 ,2 ,-2 ,
うち)男,計,24056 ,28330 ,-4274 ,19777 ,23543 ,-3766 ,11977 ,14707 ,-2730 ,7800 ,8836 ,-1036 ,3710 ,3885 ,-175 ,132 ,203 ,-71 ,437 ,699 ,-262 ,
うち)男,０～１２歳,6 ,3 ,3 ,3 ,1 ,2 ,0 ,0 ,0 ,3 ,1 ,2 ,0 ,0 ,0 ,1 ,2 ,-1 ,2 ,0 ,2 ,
うち)男,１３～１９歳,182 ,249 ,-67 ,132 ,186 ,-54 ,92 ,119 ,-27 ,40 ,67 ,-27 ,13 ,18 ,-5 ,9 ,6 ,3 ,28 ,39 ,-11 ,
うち)男,２０～２９歳,1876 ,2479 ,-603 ,1263 ,1724 ,-461 ,1019 ,1391 ,-372 ,244 ,333 ,-89 ,433 ,478 ,-45 ,25 ,30 ,-5 ,155 ,247 ,-92 ,
うち)男,３０～３９歳,3121 ,3660 ,-539 ,2374 ,2813 ,-439 ,1615 ,1881 ,-266 ,759 ,932 ,-173 ,653 ,678 ,-25 ,26 ,36 ,-10 ,68 ,133 ,-65 ,
うち)男,４０～４９歳,4303 ,5176 ,-873 ,3257 ,4059 ,-802 ,1926 ,2391 ,-465 ,1331 ,1668 ,-337 ,957 ,978 ,-21 ,23 ,33 ,-10 ,66 ,106 ,-40 ,
うち)男,５０～５９歳,4446 ,5230 ,-784 ,3645 ,4361 ,-716 ,2002 ,2519 ,-517 ,1643 ,1842 ,-199 ,731 ,742 ,-11 ,13 ,37 ,-24 ,57 ,90 ,-33 ,
うち)男,６０～６４歳,2204 ,2636 ,-432 ,1967 ,2330 ,-363 ,1079 ,1407 ,-328 ,888 ,923 ,-35 ,216 ,273 ,-57 ,9 ,11 ,-2 ,12 ,22 ,-10 ,
うち)男,６５～６９歳,2307 ,2697 ,-390 ,2042 ,2412 ,-370 ,1148 ,1429 ,-281 ,894 ,983 ,-89 ,237 ,248 ,-11 ,6 ,18 ,-12 ,22 ,19 ,3 ,
うち)男,７０～７９歳,3857 ,4325 ,-468 ,3448 ,3904 ,-456 ,2010 ,2408 ,-398 ,1438 ,1496 ,-58 ,379 ,375 ,4 ,11 ,15 ,-4 ,19 ,31 ,-12 ,
うち)男,８０歳以上,1754 ,1875 ,-121 ,1646 ,1753 ,-107 ,1086 ,1162 ,-76 ,560 ,591 ,-31 ,91 ,95 ,-4 ,9 ,15 ,-6 ,8 ,12 ,-4 ,
うち)女,計,9486 ,11021 ,-1535 ,7980 ,9181 ,-1201 ,5306 ,6323 ,-1017 ,2674 ,2858 ,-184 ,421 ,443 ,-22 ,412 ,674 ,-262 ,673 ,723 ,-50 ,
うち)女,０～１２歳,9 ,6 ,3 ,4 ,5 ,-1 ,2 ,3 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,4 ,1 ,3 ,1 ,0 ,1 ,
うち)女,１３～１９歳,291 ,285 ,6 ,158 ,165 ,-7 ,96 ,102 ,-6 ,62 ,63 ,-1 ,1 ,5 ,-4 ,20 ,41 ,-21 ,112 ,74 ,38 ,
うち)女,２０～２９歳,1524 ,1604 ,-80 ,1118 ,1173 ,-55 ,997 ,1039 ,-42 ,121 ,134 ,-13 ,62 ,58 ,4 ,92 ,120 ,-28 ,252 ,253 ,-1 ,
うち)女,３０～３９歳,890 ,1148 ,-258 ,664 ,877 ,-213 ,510 ,688 ,-178 ,154 ,189 ,-35 ,78 ,90 ,-12 ,36 ,78 ,-42 ,112 ,103 ,9 ,
うち)女,４０～４９歳,998 ,1264 ,-266 ,773 ,994 ,-221 ,525 ,649 ,-124 ,248 ,345 ,-97 ,120 ,124 ,-4 ,37 ,70 ,-33 ,68 ,76 ,-8 ,
うち)女,５０～５９歳,1283 ,1443 ,-160 ,1123 ,1225 ,-102 ,652 ,730 ,-78 ,471 ,495 ,-24 ,72 ,81 ,-9 ,54 ,72 ,-18 ,34 ,65 ,-31 ,
うち)女,６０～６４歳,680 ,744 ,-64 ,627 ,657 ,-30 ,317 ,376 ,-59 ,310 ,281 ,29 ,22 ,19 ,3 ,21 ,38 ,-17 ,10 ,30 ,-20 ,
うち)女,６５～６９歳,717 ,892 ,-175 ,664 ,790 ,-126 ,392 ,455 ,-63 ,272 ,335 ,-63 ,20 ,23 ,-3 ,17 ,50 ,-33 ,16 ,29 ,-13 ,
うち)女,７０～７９歳,1554 ,1926 ,-372 ,1396 ,1694 ,-298 ,876 ,1143 ,-267 ,520 ,551 ,-31 ,39 ,33 ,6 ,83 ,128 ,-45 ,36 ,71 ,-35 ,
うち)女,８０歳以上,1540 ,1709 ,-169 ,1453 ,1601 ,-148 ,939 ,1138 ,-199 ,514 ,463 ,51 ,7 ,10 ,-3 ,48 ,76 ,-28 ,32 ,22 ,10 ,
,,,,,,,,,,,,,,,,,,,,,,,
注　一つの事件で数人の被害者がいる場合は、主たる被害者について計上してある。,,,,,,,,,,,,,,,,,,,,,,,
第８表,,重要犯罪及び詐欺　犯行時年齢・性別　検挙人員　,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,
,,重要犯罪,重要犯罪,重要犯罪,殺人,殺人,殺人,強盗,強盗,強盗,放火,放火,放火,強制性交等,強制性交等,強制性交等,"略取誘拐・
人身売買","略取誘拐・
人身売買","略取誘拐・
人身売買",強制わいせつ,強制わいせつ,強制わいせつ,詐欺,詐欺,詐欺,
性別,年齢別,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,"2021年
1～12月","2020年
1～12月",増減,
総数,計,7372 ,7317 ,55 ,848 ,878 ,-30 ,1460 ,1654 ,-194 ,534 ,582 ,-48 ,1251 ,1177 ,74 ,376 ,266 ,110 ,2903 ,2760 ,143 ,10400 ,8326 ,2074 ,
総数,１４～１９歳,749 ,842 ,-93 ,40 ,50 ,-10 ,235 ,341 ,-106 ,30 ,34 ,-4 ,150 ,134 ,16 ,20 ,12 ,8 ,274 ,271 ,3 ,1004 ,686 ,318 ,
